Income,Recency,NumDealsPurchases,Customer_Tenure,Total_Spent,Total_Purchases,Total_Children,Previous_Campaign_Score,Education_Basic,Education_Graduation,Education_PhD,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
19789.0,24,3,221,78,6,1,1,False,False,False,False,False,True,False
80134.0,11,1,135,1378,20,0,4,False,True,False,False,False,True,False
91065.0,33,1,492,1474,25,0,2,False,True,False,False,True,False,False
49505.0,4,9,481,751,20,2,0,False,False,False,True,False,False,False
37401.0,14,2,54,48,5,1,0,False,False,True,True,False,False,False
30096.0,30,1,38,45,5,1,0,False,True,False,True,False,False,False
18492.0,75,1,24,10,3,1,0,False,False,False,False,False,True,False
82584.0,26,1,390,1435,15,0,2,False,False,False,True,False,False,False
93027.0,77,0,442,2119,22,0,1,False,False,True,True,False,False,False
48686.0,8,1,207,20,3,3,0,False,True,False,True,False,False,False
92910.0,42,1,66,1795,26,0,3,False,True,False,True,False,False,False
75433.0,28,2,85,1188,17,1,2,False,True,False,True,False,False,False
10404.0,52,2,56,43,5,1,0,False,False,False,False,False,True,False
61314.0,1,2,430,1008,22,1,0,False,True,False,True,False,False,False
84865.0,1,1,416,1688,15,0,4,False,False,True,False,True,False,False
42387.0,42,5,608,684,16,1,0,False,True,False,True,False,False,False
67309.0,76,15,522,1082,24,2,0,False,False,False,False,False,True,False
75236.0,27,1,216,1068,24,1,0,False,True,False,True,False,False,False
30015.0,28,2,147,57,5,1,0,False,True,False,False,True,False,False
50943.0,49,1,373,46,4,1,0,False,False,False,False,False,True,False
67272.0,12,3,190,733,20,1,0,False,True,False,False,False,False,False
51529.0,14,2,295,467,15,1,0,False,False,False,False,False,False,True
32011.0,89,3,311,122,7,1,0,False,False,True,True,False,False,False
7500.0,96,2,507,36,5,1,0,False,False,False,True,False,False,False
28691.0,56,1,360,34,4,1,0,False,True,False,True,False,False,False
56223.0,72,2,191,156,8,1,0,False,False,True,True,False,False,False
18100.0,14,1,327,14,3,0,0,False,True,False,True,False,False,False
30279.0,13,1,546,37,4,1,0,False,True,False,False,True,False,False
20130.0,99,1,104,34,4,0,0,False,False,False,True,False,False,False
23295.0,72,1,351,20,3,0,0,False,True,False,False,False,False,False
42618.0,92,2,263,192,9,1,0,False,False,False,False,False,False,False
81246.0,87,1,182,1379,16,0,2,False,True,False,False,True,False,False
24027.0,7,2,385,48,5,1,0,False,True,False,True,False,False,False
55707.0,91,2,189,428,14,1,0,False,False,True,True,False,False,False
57959.0,71,5,423,868,22,1,0,False,True,False,False,True,False,False
56796.0,24,3,498,1001,24,1,0,False,True,False,True,False,False,False
36230.0,17,1,255,59,6,1,0,False,False,False,False,True,False,False
70829.0,87,2,210,431,14,2,0,False,False,False,True,False,False,False
65991.0,21,3,660,971,24,1,0,False,True,False,True,False,False,False
38988.0,90,7,678,348,12,3,0,False,True,False,True,False,False,False
89572.0,44,1,652,2059,23,0,2,False,False,False,False,True,False,False
42207.0,71,4,454,265,10,1,1,False,False,False,True,False,False,False
50300.0,52,2,35,270,11,1,0,False,True,False,True,False,False,False
66664.0,78,1,642,1289,18,0,0,False,False,False,False,False,True,False
60597.0,2,4,179,893,12,1,1,False,True,False,True,False,False,False
70165.0,60,1,280,926,21,0,0,False,True,False,False,False,False,True
50520.0,25,2,152,135,7,1,0,False,False,True,False,False,False,True
80124.0,47,1,3,1495,18,0,1,False,True,False,True,False,False,False
33183.0,46,2,125,120,7,1,0,False,True,False,True,False,False,False
66582.0,83,1,118,1288,19,0,0,False,False,True,False,True,False,False
75261.0,17,1,432,1743,16,0,2,False,False,True,False,False,True,False
31880.0,13,1,606,15,3,1,0,False,True,False,False,False,False,True
53790.0,86,3,115,542,17,2,0,False,True,False,True,False,False,False
49269.0,92,3,683,890,22,1,0,False,False,True,False,False,True,False
61456.0,47,4,459,1388,29,1,0,False,True,False,True,False,False,False
37406.0,18,1,262,17,3,1,0,False,True,False,True,False,False,False
56937.0,81,7,694,906,23,1,1,False,False,True,False,False,True,False
38415.0,91,2,543,44,4,2,0,False,True,False,True,False,False,False
20518.0,58,1,42,25,4,1,0,False,True,False,False,True,False,False
62503.0,40,4,496,973,22,1,0,False,True,False,True,False,False,False
41644.0,67,2,51,31,4,2,0,False,False,True,False,True,False,False
55842.0,19,1,37,518,16,1,0,False,False,False,True,False,False,False
62010.0,93,4,614,530,15,1,0,False,False,True,True,False,False,False
41124.0,41,7,606,506,14,1,0,False,True,False,True,False,False,False
38961.0,60,1,181,70,5,1,0,False,False,False,True,False,False,False
37760.0,54,1,322,54,5,1,0,False,False,False,False,False,False,False
32233.0,26,2,679,296,10,1,1,False,True,False,False,True,False,False
43057.0,30,4,242,266,11,1,0,False,True,False,True,False,False,False
83151.0,93,1,627,747,18,0,0,False,False,False,False,False,True,False
78825.0,35,1,653,895,28,0,0,False,False,True,False,False,False,False
65104.0,4,2,227,1053,15,1,0,False,False,False,False,False,True,False
60093.0,92,2,368,735,19,1,0,False,True,False,True,False,False,False
14045.0,24,1,154,20,4,1,0,False,True,False,True,False,False,False
28457.0,96,1,609,205,9,0,0,False,False,False,False,False,False,True
78952.0,11,2,643,2092,19,1,0,False,False,True,False,False,True,False
46310.0,99,2,573,309,12,1,0,False,True,False,False,False,False,False
76005.0,72,1,492,1722,21,0,1,False,True,False,False,False,True,False
58308.0,77,4,533,900,11,1,0,False,False,False,False,True,False,False
55614.0,85,1,214,682,19,0,1,False,False,True,False,False,False,False
59432.0,88,3,442,663,19,1,0,False,False,False,False,False,False,False
55563.0,22,1,85,43,5,1,0,False,True,False,False,False,False,False
78642.0,83,1,434,1816,17,1,0,False,False,True,False,False,True,False
67911.0,63,3,38,976,24,1,0,False,False,True,False,False,True,False
65275.0,9,1,452,746,20,0,0,False,True,False,True,False,False,False
27203.0,92,2,692,64,4,2,0,False,True,False,False,False,True,False
48330.0,2,1,226,32,4,1,0,False,False,False,False,False,True,False
24279.0,6,1,547,263,8,0,0,True,False,False,True,False,False,False
64355.0,66,2,674,1445,19,1,0,False,False,True,True,False,False,False
50943.0,49,1,373,46,4,1,0,False,False,False,False,False,True,False
53653.0,29,2,599,1210,26,0,0,False,True,False,False,False,False,True
65665.0,77,1,209,945,23,1,0,False,True,False,True,False,False,False
81217.0,77,1,345,1157,21,0,0,False,True,False,False,True,False,False
34935.0,71,1,373,137,7,0,0,False,True,False,True,False,False,False
61250.0,49,6,560,730,19,1,0,False,True,False,False,False,False,False
39665.0,97,3,400,216,9,1,1,False,False,True,False,False,True,False
60152.0,6,1,458,943,22,1,0,False,True,False,False,True,False,False
48920.0,93,3,252,347,13,2,1,False,True,False,True,False,False,False
89120.0,78,1,104,1924,18,0,1,False,False,False,False,False,True,False
44124.0,62,4,414,397,13,1,0,False,False,True,False,False,True,False
81169.0,47,1,441,2089,21,0,0,False,False,False,False,True,False,False
36443.0,9,4,511,138,7,2,0,False,True,False,True,False,False,False
26095.0,77,1,364,42,4,1,0,False,True,False,False,True,False,False
71367.0,24,1,310,777,16,0,0,False,True,False,False,False,True,False
80184.0,19,1,120,1902,19,0,2,False,False,False,True,False,False,False
30630.0,67,2,153,52,5,2,0,False,True,False,False,False,False,False
73454.0,95,1,120,1651,12,0,1,False,False,False,False,True,False,False
42691.0,48,1,317,358,12,0,0,False,True,False,True,False,False,False
70503.0,73,1,637,1727,15,0,2,False,True,False,True,False,False,False
25545.0,35,3,659,210,7,1,0,False,True,False,True,False,False,False
32880.0,76,1,572,42,4,1,0,False,True,False,True,False,False,False
77863.0,20,1,214,1291,19,0,0,False,False,True,False,False,True,False
50353.0,72,1,21,442,14,0,0,False,False,False,True,False,False,False
61839.0,20,1,686,1895,16,0,0,False,True,False,False,True,False,False
49154.0,69,6,238,411,13,2,0,False,False,True,True,False,False,False
47682.0,80,4,499,521,15,1,0,False,False,False,False,False,False,True
72679.0,65,1,284,1168,16,1,0,False,True,False,False,True,False,False
57954.0,52,7,11,493,16,2,1,False,False,False,False,False,True,False
65316.0,65,2,431,260,10,2,0,False,True,False,True,False,False,False
28567.0,57,2,377,46,5,1,0,False,True,False,False,True,False,False
47352.0,70,4,444,319,12,1,0,False,False,False,False,False,True,False
44931.0,0,1,162,96,6,1,0,False,True,False,False,False,True,False
76982.0,19,1,134,1062,15,0,1,False,True,False,False,False,False,False
57247.0,50,2,325,232,10,1,0,False,False,False,False,False,True,False
22944.0,67,3,188,76,6,1,0,False,False,False,False,True,False,False
25315.0,46,3,234,54,6,1,0,False,False,False,False,False,True,False
43638.0,37,2,692,201,9,1,0,False,True,False,False,False,False,True
42710.0,38,2,578,406,12,1,0,False,False,True,False,True,False,False
84169.0,9,1,326,1919,19,0,2,False,False,True,True,False,False,False
54058.0,56,2,390,662,18,1,0,False,True,False,False,False,True,False
24683.0,98,2,113,41,6,1,0,False,False,False,True,False,False,False
85620.0,68,1,173,1600,13,0,0,False,True,False,False,False,False,True
47850.0,72,1,208,134,7,1,0,False,True,False,True,False,False,False
19514.0,47,4,154,69,6,2,1,False,True,False,True,False,False,False
27159.0,33,2,92,21,4,2,0,False,False,False,True,False,False,False
39548.0,87,2,90,54,5,2,0,False,False,False,False,True,False,False
21474.0,0,2,82,91,6,1,1,False,True,False,False,True,False,False
60504.0,73,2,142,526,16,1,0,False,False,True,False,True,False,False
22419.0,74,1,437,162,7,0,0,False,True,False,True,False,False,False
81698.0,4,1,235,1008,24,0,0,False,False,False,True,False,False,False
43462.0,50,6,655,240,10,2,0,False,True,False,False,False,True,False
54880.0,57,2,485,795,19,1,0,False,False,True,False,True,False,False
79908.0,30,1,450,1772,18,0,1,False,True,False,True,False,False,False
15315.0,27,2,330,64,6,0,0,False,False,False,True,False,False,False
87771.0,61,1,403,1957,19,1,4,False,True,False,False,False,True,False
33039.0,4,1,293,78,6,1,0,False,True,False,True,False,False,False
81741.0,75,0,378,1572,19,0,0,False,True,False,False,True,False,False
71499.0,12,2,369,795,24,1,0,False,False,False,False,False,True,False
62466.0,13,5,165,889,21,1,0,False,False,False,True,False,False,False
48799.0,9,3,236,331,12,1,0,False,False,True,False,False,False,False
52157.0,48,2,22,265,10,1,0,False,False,True,False,False,True,False
66565.0,80,4,571,1065,15,1,0,False,True,False,False,True,False,False
29298.0,60,1,295,11,3,2,0,False,False,False,False,False,True,False
47691.0,43,1,359,21,3,1,0,False,True,False,False,True,False,False
38200.0,19,1,569,17,3,2,0,False,True,False,False,False,True,False
44989.0,26,5,655,369,11,1,0,False,True,False,True,False,False,False
38443.0,58,2,153,38,4,2,0,False,False,True,True,False,False,False
38593.0,42,3,289,177,8,1,0,False,False,False,False,True,False,False
64413.0,27,1,332,279,11,1,0,False,False,True,False,False,True,False
36959.0,56,2,270,62,5,1,0,False,False,False,True,False,False,False
61996.0,27,3,514,1230,18,1,3,False,False,True,True,False,False,False
51287.0,10,3,89,182,8,2,0,False,True,False,True,False,False,False
13260.0,48,4,310,49,6,2,0,False,True,False,True,False,False,False
47472.0,39,2,286,75,6,2,0,False,False,True,False,False,True,False
54603.0,85,6,355,227,10,2,0,False,False,False,False,False,True,False
45207.0,64,5,596,215,10,2,1,False,False,True,True,False,False,False
40689.0,69,7,468,444,13,1,0,False,True,False,False,False,True,False
47821.0,54,1,252,47,4,2,0,False,False,False,False,False,True,False
27450.0,57,1,440,143,6,0,0,False,False,False,True,False,False,False
39453.0,64,2,87,55,5,1,0,False,True,False,False,False,True,False
26850.0,10,4,72,63,7,2,0,False,False,False,False,False,True,False
79800.0,65,1,644,1867,21,0,3,False,True,False,False,False,False,True
61794.0,74,2,288,611,18,1,0,False,False,False,True,False,False,False
53863.0,4,3,43,473,15,1,1,False,True,False,False,False,True,False
24221.0,94,1,313,55,5,0,0,False,True,False,False,False,True,False
39684.0,41,2,625,81,5,1,0,False,False,True,False,True,False,False
92163.0,25,0,564,2086,21,0,2,False,False,False,True,False,False,False
69882.0,94,1,231,1478,19,0,0,False,False,False,False,True,False,False
33178.0,9,1,150,49,4,1,0,False,True,False,False,False,True,False
59973.0,47,1,291,382,14,0,0,False,False,True,True,False,False,False
17459.0,12,3,283,69,6,1,0,False,False,False,False,False,True,False
23910.0,80,1,611,67,5,1,0,False,True,False,False,False,False,False
42169.0,20,2,253,30,4,2,0,False,False,False,True,False,False,False
26224.0,39,3,390,63,6,1,0,False,False,False,True,False,False,False
31089.0,57,3,681,79,7,1,0,False,True,False,False,False,True,False
30081.0,27,1,493,42,4,1,0,False,True,False,False,True,False,False
62807.0,83,3,667,819,20,1,0,False,True,False,False,False,True,False
72906.0,79,1,285,1151,16,0,0,False,True,False,False,True,False,False
61467.0,69,3,567,594,17,2,0,False,False,True,True,False,False,False
49618.0,77,4,519,129,7,2,0,False,False,False,False,False,True,False
21888.0,15,4,547,213,8,1,0,False,False,False,False,True,False,False
42429.0,99,2,138,67,5,1,0,False,True,False,False,False,False,True
26150.0,61,1,475,28,4,3,0,False,True,False,False,False,False,False
30801.0,23,2,611,45,4,1,0,True,False,False,True,False,False,False
81168.0,84,1,53,1193,17,0,1,False,True,False,True,False,False,False
26877.0,74,2,314,268,10,0,0,False,False,False,False,True,False,False
45006.0,90,1,346,266,11,0,0,False,False,False,False,False,False,True
18978.0,41,1,565,37,4,1,0,True,False,False,True,False,False,False
22574.0,28,2,244,37,5,3,0,False,True,False,True,False,False,False
48240.0,73,3,597,882,22,0,0,False,False,True,False,True,False,False
45837.0,88,5,338,373,13,2,0,False,True,False,True,False,False,False
35791.0,94,2,419,35,4,3,0,False,False,False,False,True,False,False
162397.0,31,0,391,107,1,2,0,False,False,True,False,False,True,False
54162.0,31,1,468,42,4,2,0,False,True,False,False,False,False,True
30522.0,6,5,681,326,12,1,0,False,False,False,True,False,False,False
54456.0,23,3,353,404,14,1,0,False,False,True,True,False,False,False
31632.0,92,1,350,95,5,0,0,False,True,False,False,True,False,False
72298.0,52,1,111,939,13,0,2,False,True,False,False,False,False,True
36975.0,50,1,183,33,4,1,0,False,False,False,False,True,False,False
72635.0,54,1,391,981,20,0,1,False,False,False,True,False,False,False
13624.0,93,2,525,36,5,1,0,False,True,False,True,False,False,False
84196.0,56,1,391,1237,19,1,0,False,True,False,False,True,False,False
70971.0,28,7,646,1825,27,1,0,False,True,False,False,False,True,False
34487.0,94,3,661,103,6,2,0,False,False,True,False,False,False,False
28769.0,76,3,558,191,9,1,0,False,True,False,False,True,False,False
69084.0,43,2,222,1586,23,1,0,False,False,True,True,False,False,False
65488.0,46,1,16,963,13,0,0,False,False,True,False,False,True,False
62466.0,13,5,165,889,21,1,0,False,False,False,True,False,False,False
32218.0,27,1,134,93,6,0,1,False,False,False,False,True,False,False
83917.0,12,1,437,1587,20,0,0,False,True,False,False,True,False,False
46102.0,3,1,111,16,3,3,0,False,True,False,False,False,False,False
84574.0,72,1,390,1375,31,0,0,False,True,False,False,True,False,False
56181.0,6,1,537,393,13,1,0,False,True,False,True,False,False,False
63120.0,53,5,639,1477,21,1,0,False,False,False,False,False,False,False
73691.0,58,2,235,1179,16,1,1,False,True,False,True,False,False,False
63381.0,78,4,632,1005,22,1,0,False,True,False,False,False,True,False
76140.0,57,1,47,1348,20,0,0,False,False,True,False,False,True,False
62859.0,37,4,546,1307,19,1,0,False,False,True,False,False,False,False
45906.0,20,2,418,486,13,1,1,False,True,False,False,True,False,False
77632.0,73,1,476,2252,12,0,2,False,False,False,False,False,True,False
46463.0,56,7,315,235,10,2,0,False,False,True,True,False,False,False
105471.0,36,0,524,1724,30,0,2,False,True,False,False,False,True,False
55282.0,9,1,198,235,10,1,0,False,False,False,False,False,False,False
78710.0,42,3,37,1092,25,1,0,False,False,False,True,False,False,False
66886.0,28,2,286,599,15,1,0,False,True,False,False,False,True,False
98777.0,23,0,132,2008,19,0,1,False,False,False,False,True,False,False
29103.0,38,2,671,48,4,1,0,False,True,False,False,False,True,False
67445.0,63,5,686,1174,27,1,0,False,True,False,True,False,False,False
50616.0,71,1,77,67,6,1,0,False,False,True,False,False,True,False
49431.0,9,2,695,365,13,1,0,False,True,False,False,False,False,False
153924.0,81,0,142,6,0,0,0,False,True,False,False,False,False,False
61278.0,87,2,176,165,8,1,0,False,True,False,False,False,True,False
26490.0,92,2,645,210,9,0,0,False,False,False,False,False,True,False
73059.0,36,1,302,1095,25,1,0,False,False,True,False,False,True,False
46734.0,86,4,251,223,8,3,1,False,False,True,False,True,False,False
56253.0,83,4,569,597,18,1,0,False,True,False,False,False,True,False
19986.0,74,1,227,22,3,1,0,False,True,False,True,False,False,False
58330.0,87,1,186,1064,23,1,0,False,True,False,False,False,False,True
25965.0,29,1,660,74,5,0,0,True,False,False,True,False,False,False
14661.0,88,1,544,26,4,0,0,False,False,False,False,False,True,False
18690.0,77,1,548,60,4,0,0,False,True,False,True,False,False,False
45068.0,25,1,409,20,3,1,0,False,False,True,False,False,True,False
21063.0,34,2,277,59,5,1,0,True,False,False,False,True,False,False
29187.0,43,1,416,34,4,1,0,False,False,True,True,False,False,False
54690.0,76,3,234,198,9,2,0,False,False,False,True,False,False,False
59304.0,81,3,335,1048,25,1,0,False,False,True,True,False,False,False
59247.0,87,5,233,574,16,2,0,False,False,False,False,True,False,False
66731.0,33,4,655,1029,13,1,0,False,True,False,False,False,False,True
77353.0,38,2,195,670,18,1,0,False,True,False,True,False,False,False
52614.0,63,2,575,990,14,1,0,False,False,True,False,True,False,False
26751.0,26,1,38,11,3,2,0,False,True,False,True,False,False,False
81300.0,17,3,607,1241,18,1,1,False,False,True,True,False,False,False
70337.0,75,1,178,576,16,0,0,False,True,False,False,True,False,False
36145.0,13,4,378,172,8,1,1,False,False,False,True,False,False,False
65295.0,19,1,188,664,19,0,0,False,False,True,False,True,False,False
68118.0,51,2,254,928,21,1,0,False,True,False,False,False,False,False
68743.0,81,1,668,2074,29,0,0,False,True,False,False,False,False,False
41039.0,32,1,339,467,14,0,0,False,False,False,False,False,True,False
38946.0,84,2,248,257,10,1,0,False,True,False,False,False,True,False
65777.0,87,1,192,1146,16,0,0,False,True,False,False,False,True,False
66476.0,99,2,479,689,18,1,0,False,False,True,False,False,False,False
86857.0,96,1,655,2114,21,0,0,False,False,True,False,True,False,False
160803.0,21,15,694,1717,29,0,0,False,False,True,True,False,False,False
77845.0,40,1,44,1346,20,0,2,False,False,True,False,False,True,False
69476.0,3,1,272,1044,14,0,0,False,False,True,False,False,True,False
50611.0,98,6,633,493,16,1,1,False,False,True,False,False,False,False
61209.0,73,1,308,957,12,0,0,False,True,False,False,True,False,False
42315.0,90,3,352,270,9,1,0,False,False,False,False,False,True,False
13084.0,29,1,239,29,4,0,0,True,False,False,False,False,True,False
47570.0,3,3,396,121,6,2,0,False,False,False,False,False,False,True
61923.0,94,1,338,126,7,2,0,False,False,False,True,False,False,False
34824.0,65,1,95,23,3,0,0,False,True,False,False,True,False,False
26518.0,33,3,447,57,5,2,0,False,False,True,False,True,False,False
45938.0,46,2,238,636,18,0,0,False,True,False,False,True,False,False
78468.0,29,1,81,1004,27,0,1,False,True,False,False,False,True,False
78901.0,99,3,285,734,17,1,0,False,True,False,False,False,False,False
71427.0,26,2,109,614,18,2,0,False,True,False,True,False,False,False
71022.0,30,3,138,1453,18,1,1,False,True,False,False,False,False,False
90247.0,27,1,61,1621,14,0,3,False,False,False,False,True,False,False
41335.0,24,3,185,187,9,1,0,False,False,False,False,False,False,False
71952.0,93,2,535,1443,20,1,2,False,True,False,True,False,False,False
35682.0,34,1,2,57,5,1,0,False,False,True,False,False,False,False
43185.0,88,2,445,637,18,1,0,False,True,False,False,False,False,False
66375.0,96,3,220,948,11,1,1,False,False,True,False,False,True,False
35178.0,10,1,535,59,4,1,1,False,False,False,True,False,False,False
25252.0,26,1,352,18,3,1,0,False,True,False,True,False,False,False
55250.0,49,4,616,903,22,1,0,False,False,False,False,True,False,False
33249.0,11,2,494,112,6,1,0,False,True,False,False,True,False,False
58398.0,44,3,411,596,17,0,0,False,True,False,False,False,True,False
50272.0,75,3,326,233,10,1,0,False,True,False,False,False,True,False
76618.0,64,1,569,1511,10,0,0,False,False,True,True,False,False,False
87305.0,19,1,644,1152,16,0,1,False,False,False,False,False,False,False
25851.0,45,2,503,48,5,1,0,False,True,False,False,False,True,False
58710.0,77,6,455,1185,25,1,0,False,True,False,False,False,False,False
45160.0,9,1,92,21,3,2,0,False,True,False,False,True,False,False
74806.0,1,2,557,965,14,1,0,False,False,False,True,False,False,False
59111.0,90,1,423,869,20,0,0,False,True,False,True,False,False,False
18988.0,43,2,37,16,4,1,0,False,False,True,True,False,False,False
72190.0,79,1,501,1947,15,0,0,False,True,False,True,False,False,False
7500.0,19,5,697,71,7,1,1,False,True,False,True,False,False,False
44794.0,99,1,21,65,5,1,0,False,True,False,True,False,False,False
80395.0,62,1,218,1380,23,0,1,False,True,False,True,False,False,False
75012.0,41,1,155,1027,22,0,0,False,False,False,False,False,False,False
56962.0,60,7,261,411,14,3,0,False,False,False,True,False,False,False
89891.0,17,1,440,836,25,0,1,False,True,False,False,False,True,False
35946.0,24,1,275,11,3,2,0,False,False,True,False,False,False,False
53593.0,60,8,691,480,15,2,0,False,False,True,False,False,True,False
66373.0,57,7,382,606,16,2,0,False,True,False,True,False,False,False
45072.0,74,5,256,284,11,3,0,False,False,True,False,False,False,False
89694.0,22,3,263,1472,11,2,3,False,True,False,False,False,False,False
72025.0,46,1,61,1677,25,0,3,False,True,False,True,False,False,False
67432.0,69,2,457,1335,17,1,0,False,True,False,True,False,False,False
70545.0,29,1,26,334,12,1,0,False,False,False,False,False,True,False
17487.0,37,1,468,18,3,1,0,True,False,False,True,False,False,False
62882.0,26,2,689,1338,18,1,0,False,True,False,False,False,True,False
64108.0,8,4,463,1099,26,1,0,False,False,True,False,True,False,False
34941.0,26,2,480,97,6,2,0,False,False,False,False,False,True,False
48767.0,79,3,179,63,6,3,0,False,False,True,False,True,False,False
38702.0,71,2,332,109,7,1,0,False,False,False,False,False,True,False
82224.0,83,1,155,902,20,0,1,False,True,False,True,False,False,False
83844.0,57,1,413,1574,19,0,1,False,True,False,False,False,True,False
17003.0,37,3,202,38,6,1,0,False,False,False,True,False,False,False
71163.0,30,1,112,960,23,0,0,False,True,False,False,True,False,False
33697.0,34,1,287,28,3,1,1,False,True,False,False,True,False,False
63564.0,0,1,151,1215,27,0,1,False,False,False,True,False,False,False
83443.0,89,1,180,1497,21,0,0,False,False,True,False,False,True,False
51518.0,92,2,269,449,15,1,0,False,False,True,False,False,True,False
58330.0,87,1,186,1064,23,1,0,False,True,False,False,False,False,True
80952.0,20,1,486,1757,24,0,3,False,True,False,True,False,False,False
75507.0,56,1,58,1440,20,0,0,False,True,False,False,False,True,False
63855.0,28,1,505,1006,23,0,0,False,False,False,False,False,True,False
62220.0,55,5,687,1226,18,1,0,False,False,True,False,False,True,False
58512.0,25,5,283,1171,15,1,0,False,True,False,True,False,False,False
40662.0,0,2,471,92,6,1,0,False,False,False,True,False,False,False
38829.0,86,1,84,99,7,1,0,False,False,True,True,False,False,False
35523.0,8,2,269,66,6,1,0,False,False,False,True,False,False,False
79146.0,33,2,66,564,17,2,0,False,True,False,False,True,False,False
78285.0,13,1,244,1427,20,0,0,False,False,False,True,False,False,False
31626.0,12,1,415,86,5,1,1,False,False,True,False,True,False,False
75127.0,92,1,38,833,18,0,0,False,True,False,False,True,False,False
48726.0,90,3,428,242,9,1,0,False,True,False,True,False,False,False
74985.0,8,1,656,1869,16,0,0,False,True,False,True,False,False,False
67430.0,6,1,662,1364,28,0,0,False,True,False,False,False,True,False
46891.0,91,1,301,183,7,1,0,False,False,False,True,False,False,False
62058.0,52,4,399,450,14,1,0,False,False,False,True,False,False,False
72063.0,3,2,361,758,19,1,0,False,True,False,True,False,False,False
78939.0,57,1,199,1507,19,0,0,False,False,True,True,False,False,False
42720.0,9,8,431,654,17,2,0,False,True,False,False,True,False,False
33622.0,22,3,442,81,6,2,0,False,True,False,True,False,False,False
6835.0,76,0,568,137,1,1,0,False,False,True,False,False,True,False
41452.0,86,1,480,16,3,2,0,False,True,False,False,False,True,False
40760.0,64,2,303,93,6,1,0,False,False,True,False,True,False,False
74250.0,90,1,154,1158,17,0,0,False,False,True,False,False,True,False
51124.0,79,2,193,43,4,2,0,False,False,False,False,True,False,False
72258.0,28,2,290,1525,20,1,0,False,True,False,False,True,False,False
71466.0,86,1,85,1230,18,0,0,False,False,True,False,True,False,False
36283.0,42,2,76,29,4,2,0,False,True,False,False,False,True,False
20587.0,39,1,49,25,4,1,0,False,True,False,False,True,False,False
30467.0,8,1,102,24,3,1,0,False,True,False,True,False,False,False
31590.0,40,1,376,38,4,1,0,False,True,False,False,False,True,False
20425.0,5,2,608,57,5,1,0,True,False,False,True,False,False,False
17144.0,96,5,134,47,7,2,0,False,False,False,False,False,True,False
42564.0,28,6,543,813,18,1,1,False,False,True,False,False,False,False
43783.0,22,6,31,629,16,1,1,False,False,False,True,False,False,False
40780.0,30,4,659,377,13,1,0,False,True,False,False,False,False,False
62847.0,45,1,530,1612,13,0,0,False,False,False,False,False,True,False
82017.0,58,1,599,729,16,0,3,False,False,True,True,False,False,False
16813.0,49,1,345,50,5,0,1,False,True,False,False,True,False,False
51267.0,37,4,243,270,11,2,0,False,True,False,True,False,False,False
46524.0,70,2,450,177,7,1,0,False,True,False,False,True,False,False
45183.0,33,1,525,315,12,0,1,False,False,False,False,True,False,False
70421.0,98,3,1,767,20,1,0,False,False,True,True,False,False,False
60161.0,17,3,614,1071,23,1,0,False,False,False,False,False,False,False
73926.0,54,1,484,1580,23,0,0,False,True,False,False,False,True,False
19329.0,39,3,197,60,7,1,0,False,True,False,True,False,False,False
61872.0,81,4,198,573,17,1,0,False,False,False,True,False,False,False
46984.0,71,1,460,41,4,2,0,False,True,False,False,False,False,True
34838.0,62,3,526,170,7,2,0,False,True,False,True,False,False,False
82716.0,8,1,236,1167,27,0,0,False,False,True,False,True,False,False
48192.0,76,3,449,1526,22,0,3,False,True,False,True,False,False,False
49681.0,66,6,237,458,15,2,0,False,False,False,True,False,False,False
56850.0,83,1,98,63,5,1,0,False,False,False,True,False,False,False
55267.0,28,4,251,405,13,1,0,False,True,False,True,False,False,False
59666.0,87,7,464,1027,13,2,1,False,True,False,True,False,False,False
72504.0,43,2,449,1478,20,1,0,False,True,False,False,True,False,False
26872.0,0,1,256,72,4,0,0,False,True,False,True,False,False,False
21359.0,1,2,435,48,5,1,0,False,True,False,False,True,False,False
73170.0,1,1,29,726,15,0,0,False,True,False,False,True,False,False
52750.0,72,6,510,860,21,1,0,False,False,False,True,False,False,False
91820.0,72,0,218,1497,22,0,0,False,False,True,False,False,True,False
65968.0,12,2,48,495,16,1,0,False,False,True,False,False,True,False
30772.0,89,1,109,20,3,2,0,False,True,False,True,False,False,False
22507.0,67,3,582,570,16,0,0,False,True,False,False,True,False,False
65685.0,54,1,92,769,20,1,0,False,True,False,True,False,False,False
25804.0,34,2,301,55,5,1,0,False,False,False,True,False,False,False
76412.0,15,1,420,1808,17,0,2,False,False,True,False,True,False,False
22063.0,43,2,325,55,5,1,0,False,True,False,True,False,False,False
57091.0,0,1,14,577,17,0,1,False,True,False,False,True,False,False
22419.0,74,1,437,162,7,0,0,False,True,False,True,False,False,False
87771.0,61,1,403,1957,19,1,4,False,True,False,False,False,True,False
78353.0,51,1,439,1576,23,1,0,False,False,False,False,False,False,False
93404.0,97,3,418,1616,14,3,2,False,True,False,True,False,False,False
37859.0,75,2,533,36,4,3,0,False,True,False,False,False,False,False
80995.0,83,1,414,1482,21,1,0,False,False,True,False,False,False,True
16529.0,23,1,120,22,4,1,0,False,True,False,False,False,True,False
55412.0,65,1,219,63,5,2,0,False,False,True,False,False,False,False
48789.0,94,1,657,680,17,0,0,False,True,False,False,True,False,False
56575.0,42,3,420,542,17,2,0,False,False,True,False,False,True,False
